"oid","selectionName","subjectArea","maxSelections","minSelections","allowAlternates","sequenceNumber","instructions","gradeLevel","academicTrackOid"
"ATS000002pKInM","Music Vocal Required Courses - year long","Arts Required - Sem 1 & 2","8","6","false","61","<p>As a Vocal student you are required to take voice lessons, Choir, and Opera Workshop. You may also Chamber Singers which is placed by audition and the approval of the instructor.</p><p>For your additional music courses, please select from the music electives category.</p>","10","ATR000002ollKq"
"ATS000002xkUGd","English - Semester 1","English - Semester 1","1","1","false","8","<p>As a sophomore you must enroll in English II. To read more about the English II curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement Needed.</p>","10","ATR000002ollKq"
"ATS000002xkUHZ","English - Semester 2","English - Semester 2","1","1","false","16","<p>As a sophomore you must enroll in English II. To read more about the English II curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second langauge, please select EL Placement Needed.</p>","10","ATR000002ollKq"
"ATS000002xkUIP","History - Semester 1","History - Semester 1","1","0","false","31","<p>If you did not take a World History class as a freshman or over the summer, you must select World History.</p><p>If you took World History last year, please sign up for Biology. If you took both World History and Biology as a freshman, please indicate so in the <strong>Notes to Counselor</strong> section. Your counselor will help you determine an alternative course plan.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","10","ATR000002ollKq"
"ATS000002xkUJ7","History - Semester 2","History - Semester 2","1","0","false","36","<p>If you did not take a World History class as a freshman or over the summer, you must select World History.</p><p>If you took World History last year, please sign up for Biology. If you took both World History and Biology as a freshman, please indicate so in the <strong>Notes to Counselor</strong> section. Your counselor will help you determine an alternative course plan.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","10","ATR000002ollKq"
"ATS000002xkUJp","Interlochen 101","Interlochen 101","1","0","false","0","<p>This course is required for new sophomores.</p>","10","ATR000002ollKq"
"ATS000002xkUKN","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p><p> </p>","10","ATR000002ollKq"
"ATS000002xkUMp","Science - All Year","Science - Semester 1 & 2","2","0","true","41","<p>Most sophomores will take World History instead of a science. However, if you have not taken Biology and have space in your schedule, you should take Biology. If you are currently enrolled in Algebra II or higher, you are eligible for Chemistry or Physics.  </p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p><p>If you are selecting a science course, be sure to select both semesters of the course listed below. Odd numbered courses are semester 1; even are semester 2.</p>","10","ATR000002ollKq"
"ATS000002xkUPF","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","51","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p>","10","ATR000002ollKq"
"ATS000002xkUSS","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","10","ATR000002ollKq"
"ATS000002xkUV6","Music Electives","Music Elect. - all year","4","0","false","91","<p>If you would like to take any of these courses all year, please select both of the listed semesters.</p><p>Jazz Ensemble is by audition. Brass Ensemble is first semester only.</p><p>*30-minute private lessons are available at an additional fee and are dependent upon available space and an audition. If you are interested in one of the lessons listed below, please select that lesson. If your instrument is not listed, please leave a message in the <strong>Notes for Counselor </strong>section.</p>","10","ATR000002ollKq"
"ATS000002uGbRa","Music Vocal Required Courses - year long","Arts Required - Sem 1 & 2","8","6","false","61","<p>As a Vocal student you are required to take voice lessons, Choir, and Opera Workshop. You may also Chamber Singers which is placed by audition and the approval of the instructor.</p><p>For your additional music courses, please select from the music electives category.</p>","09","ATR000002ollKq"
"ATS000002xkUGX","English - Semester 1","English - Semester 1","1","1","false","5","<p>As a freshman you must enroll in English I. To read more about the English I curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement Needed.</p><p> </p>","09","ATR000002ollKq"
"ATS000002xkUHT","English - Semester 2","English - Semester 2","1","1","false","15","<p>As a freshman you must enroll in English I. To read more about the English I curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement needed.</p>","09","ATR000002ollKq"
"ATS000002xkUIL","History - Semester 1","History - Semester 1","1","0","false","30","<p>Most freshman will <strong>NOT </strong>select this course. A typical freshman schedule includes English, Math, Biology, and World Language.  If you have already taken high-school level Biology or you are bilingual and will not study Spanish or French, you may select this course and provide an explanation in the <strong>Notes to Counselor</strong> section.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","09","ATR000002ollKq"
"ATS000002xkUJ3","History - Semester 2","History - Semester 2","1","0","false","35","<p>Most freshman will <strong>NOT </strong>select this course. A typical freshman schedule includes English, Math, Biology, and World Language.  If you have already taken high-school level Biology or you are bilingual and will not study Spanish or French, you may select this course and provide an explanation in the <strong>Notes to Counselor</strong> section.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","09","ATR000002ollKq"
"ATS000002xkUJl","Interlochen 101","Interlochen 101","1","1","false","0","","09","ATR000002ollKq"
"ATS000002xkUJt","Math - All Year","Math - Semester 1 & 2","2","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even).</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","09","ATR000002ollKq"
"ATS000002xkUMb","Science - All Year","Science - Semester 1 & 2","2","2","false","40","<p>Biology is our 9th grade science offering. Most freshmen should choose this course.</p><p>If you have completed high school level biology and are currently enrolled in Algebra II or higher, you are eligible for Chemistry or Physics.  </p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p><p>If you are selecting a science course, be sure to select both semesters of the course listed below. Odd numbered courses are semester 1; even are semester 2.</p>","09","ATR000002ollKq"
"ATS000002xkUOZ","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","50","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p>","09","ATR000002ollKq"
"ATS000002xkUS4","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","09","ATR000002ollKq"
"ATS000002xkUUQ","Music Electives","Music Elect. - all year","4","0","false","91","<p>If you would like to take any of these courses all year, please select both of the listed semesters.</p><p>Jazz Ensemble is by audition. Brass Ensemble is first semester only.</p><p>*30-minute private lessons are available at an additional fee and are dependent upon available space and an audition. If you are interested in one of the lessons listed below, please select that lesson. If your instrument is not listed, please leave a message in the <strong>Notes for Counselor </strong>section.</p>","09","ATR000002ollKq"
"ATS000002uGbSA","Music Vocal Required Courses - year long","Arts Required - Sem 1 & 2","8","6","false","61","<p>As a Vocal student you are required to take voice lessons, Choir, and Opera Workshop. You may also Chamber Singers which is placed by audition and the approval of the instructor.</p><p>For your additional music courses, please select from the music electives category.</p>","12","ATR000002ollKq"
"ATS000002xkUGp","English - Semester 1","English - Semester 1","2","1","true","10","<p>Please select <strong>ONE</strong> English course per semester. To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing courses that may be taken for English credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. If English is your second language, please select EL Placement Needed.</p><p> </p>","12","ATR000002ollKq"
"ATS000002xkUHl","English - Semester 2","English - Semester 2","2","0","true","18","<p>Please select <strong>ONE</strong> English course per semester.  To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing offerings that may be taken for English credit, click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement needed.</p>","12","ATR000002ollKq"
"ATS000002xkUIf","History - Semester 1","History - Semester 1","1","0","true","33","<p>As a senior you should make sure that you have taken one full credit of US History and one full credit of World History.  If you have not, you must select a course below.  If you would like to read more about the course descriptions, please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p><p>Not all seniors will take a history elective. If you have questions about meeting the graduation requirement, please leave a message in the <strong>Notes for Counselor </strong>section.</p><p> </p>","12","ATR000002ollKq"
"ATS000002xkUJN","History - Semester 2","History - Semester 2","1","0","true","38","<p>As a senior you should make sure that you have taken one full credit of US History and one full credit of World History.  If you have not, you must select a course below.  If you would like to read more about the course descriptions, please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p><p>Not all seniors will take a history elective. If have questions about meeting the graduation requirement, please leave a message in the <strong>Notes for Counselor </strong>section.</p>","12","ATR000002ollKq"
"ATS000002xkULT","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","12","ATR000002ollKq"
"ATS000002xkUNb","Science - All Year","Science - Semester 1 & 2","2","0","true","43","<p>As a senior, it is recommended that you take at least one math class or one science class.</p><p>Chemistry, Physics, and Ecology are year-long courses, so you should select both semester below; all other courses are semester-long. Courses ending in an odd number are first semester; even numbers are second semester.</p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p><p> </p>","12","ATR000002ollKq"
"ATS000002xkUQc","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","53","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p><p> </p>","12","ATR000002ollKq"
"ATS000002xkUTW","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","12","ATR000002ollKq"
"ATS000002xkUX0","Music Electives","Music Elect. - all year","4","0","false","91","<p>Courses ending in an odd number are first semester; even numbers are second semester. Select both semesters if you would like to take a class all year.</p><p>Placement in Theory A-D is based on a test given to students over opening weekend. Music majors are required to complete theory through level D prior to graduation.</p><p>Jazz Ensemble is by audition.</p><p>*30-minute private lessons are available at an additional fee and are dependent upon available space and an audition. If you are interested in one of the lessons listed below, please select that lesson. If your instrument is not listed, please leave a message in the <strong>Notes for Counselor </strong>section.</p>","12","ATR000002ollKq"
"ATS000002uGbRs","Music Vocal Required Courses - year long","Arts Required - Sem 1 & 2","8","6","false","61","<p>As a Vocal student you are required to take voice lessons, Choir, and Opera Workshop. You may also Chamber Singers which is placed by audition and the approval of the instructor.</p><p>For your additional music courses, please select from the music electives category.</p>","11","ATR000002ollKq"
"ATS000002xkUGj","English - Semester 1","English - Semester 1","1","1","false","10","<p>Most juniors should select English III below. If English is your second language, please select EL Placement Needed. To read more about Creative Writing courses that may be taken for English III credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. </p><p> </p>","11","ATR000002ollKq"
"ATS000002xkUHf","English - Semester 2","English - Semester 2","1","1","true","18","<p>Most juniors should select English III below. If English is your second language, please select EL Placement Needed. To read more about Creative Writing courses that may be taken for English III credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. </p>","11","ATR000002ollKq"
"ATS000002xkUIT","History - Semester 1","History - Semester 1","1","0","true","32","<p>Students are required to take one full credit of history during their junior or senior year in order to graduate. If you would like to read more about the course descriptions and the graduation requirement, please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>. If you have questions, please leave a message in the <strong>Notes to Counselor</strong> section.</p>","11","ATR000002ollKq"
"ATS000002xkUJB","History - Semester 2","History - Semester 2","2","0","true","37","<p>Students are required to take one full credit of history during their junior or senior year in order to graduate. If you would like to read more about the course descriptions and the graduation requirement, please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>. If you have questions, please leave a message in the <strong>Notes to Counselor</strong> section.</p>","11","ATR000002ollKq"
"ATS000002xkUKv","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","11","ATR000002ollKq"
"ATS000002xkUN7","Science - All Year","Science - Semester 1 & 2","2","0","true","42","<p>Most students should aim to take three years of science by the time they graduate. Chemistry, Physics, and Ecology are year-long courses, so you should select both semester below; all other courses are semester-long. Courses ending in an odd number are first semester; even numbers are second semester.</p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p>","11","ATR000002ollKq"
"ATS000002xkUPv","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","52","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p>","11","ATR000002ollKq"
"ATS000002xkUSs","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","11","ATR000002ollKq"
"ATS000002xkUVu","Music Electives","Music Elect. - all year","4","0","false","91","<p>Courses ending in an odd number are first semester; even numbers are second semester. Select both semesters if you would like to take a class all year.</p><p>Placement in Theory A-D is based on a test given to students over opening weekend. Music majors are required to complete theory through level D prior to graduation.</p><p>Jazz Ensemble is by audition.</p><p>*30-minute private lessons are available at an additional fee and are dependent upon available space and an audition. If you are interested in one of the lessons listed below, please select that lesson. If your instrument is not listed, please leave a message in the <strong>Notes for Counselor </strong>section.</p>","11","ATR000002ollKq"
"ATS000002uGbSS","Music Vocal Required Courses - year long","Arts Required - Sem 1 & 2","8","6","false","61","<p>As a Vocal student you are required to take voice lessons, Choir, and Opera Workshop. You may also Chamber Singers which is placed by audition and the approval of the instructor.</p><p>For your additional music courses, please select from the music electives category.</p>","13","ATR000002ollKq"
"ATS000002xkUH9","English - Semester 1","English - Semester 1","2","1","true","10","<p>Please select <strong>ONE</strong> English course per semester. To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing courses that may be taken for English credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. If English is your second language, please select EL Placement Needed.</p><p> </p>","13","ATR000002ollKq"
"ATS000002xkUI3","English - Semester 2","English - Semester 2","2","0","true","18","<p>Please select <strong>ONE</strong> English course per semester.  To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing offerings that may be taken for English credit, click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement needed.</p>","13","ATR000002ollKq"
"ATS000002xkUIr","History - Semester 1","History - Semester 1","1","0","true","34","<p>Taking History as a Post-Graduate is optional. To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","13","ATR000002ollKq"
"ATS000002xkUJZ","History - Semester 2","History - Semester 2","1","0","true","37","<p>Taking History as a Post-Graduate is optional. To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","13","ATR000002ollKq"
"ATS000002xkUM1","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math is optional for Post-Graduates.</p><p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","13","ATR000002ollKq"
"ATS000002xkUO5","Science - All Year","Science - Semester 1 & 2","2","0","true","44","<p>Science is optional for Post-Graduates. Chemistry, Physics, and Ecology are year-long courses, so you should select both semester below; all other courses are semester-long. Courses ending in an odd number are first semester; even numbers are second semester.</p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p>","13","ATR000002ollKq"
"ATS000002xkURI","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","54","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p><p> </p>","13","ATR000002ollKq"
"ATS000002xkUTy","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","13","ATR000002ollKq"
"ATS000002xkUYA","Music Electives","Music Elect. - all year","4","0","false","91","<p>Courses ending in an odd number are first semester; even numbers are second semester. Select both semesters if you would like to take a class all year.</p><p>Placement in Theory A-D is based on a test given to students over opening weekend. Music majors are required to complete theory through level D prior to graduation.</p><p>Jazz Ensemble is by audition.</p><p>*30-minute private lessons are available at an additional fee and are dependent upon available space and an audition. If you are interested in one of the lessons listed below, please select that lesson. If your instrument is not listed, please leave a message in the <strong>Notes for Counselor </strong>section.</p>","13","ATR000002ollKq"
"ATS000002pKImD","Music Singer/Song Required Courses - year long","Arts Required - Sem 1 & 2","9","7","false","61","<p>As a student in Singer-Songwriter, you are required to take Singer-Songwriter Seminar, your Singer-Songerwriter Lesson, music theory, choir, and either class piano/guitar or a 30-minute lesson, depending on your ability level. </p><p>For your additional music courses, please select from the music electives category.</p>","10","ATR000002ollVL"
"ATS000002uGauz","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","10","ATR000002ollVL"
"ATS000002uGawr","English - Semester 1","English - Semester 1","1","1","false","8","<p>As a sophomore you must enroll in English II. To read more about the English II curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement Needed.</p>","10","ATR000002ollVL"
"ATS000002uGayP","English - Semester 2","English - Semester 2","1","1","false","16","<p>As a sophomore you must enroll in English II. To read more about the English II curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second langauge, please select EL Placement Needed.</p>","10","ATR000002ollVL"
"ATS000002uGazr","History - Semester 1","History - Semester 1","1","0","false","31","<p>If you did not take a World History class as a freshman or over the summer, you must select World History.</p><p>If you took World History last year, please sign up for Biology. If you took both World History and Biology as a freshman, please indicate so in the <strong>Notes to Counselor</strong> section. Your counselor will help you determine an alternative course plan.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","10","ATR000002ollVL"
"ATS000002uGb0a","History - Semester 2","History - Semester 2","1","0","false","36","<p>If you did not take a World History class as a freshman or over the summer, you must select World History.</p><p>If you took World History last year, please sign up for Biology. If you took both World History and Biology as a freshman, please indicate so in the <strong>Notes to Counselor</strong> section. Your counselor will help you determine an alternative course plan.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","10","ATR000002ollVL"
"ATS000002uGb1I","Interlochen 101","Interlochen 101","1","0","false","0","<p>This course is required for new sophomores.</p>","10","ATR000002ollVL"
"ATS000002uGb7J","Science - All Year","Science - Semester 1 & 2","2","0","true","41","<p>Most sophomores will take World History instead of a science. However, if you have not taken Biology and have space in your schedule, you should take Biology. If you are currently enrolled in Algebra II or higher, you are eligible for Chemistry or Physics.  </p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p><p>If you are selecting a science course, be sure to select both semesters of the course listed below. Odd numbered courses are semester 1; even are semester 2.</p>","10","ATR000002ollVL"
"ATS000002uGb9Y","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","51","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p>","10","ATR000002ollVL"
"ATS000002xkUBC","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p><p> </p>","10","ATR000002ollVL"
"ATS000002pKIlz","Music Singer/Song Required Courses - year long","Arts Required - Sem 1 & 2","9","7","false","61","<p>As a freshman in Singer-Songwriter, you are required to your Singer-Songerwriter Lesson and Choir. For your additional music courses, please select from the music electives category.</p>","09","ATR000002ollVL"
